Code Etb,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z33,CENTRE DE FORMATION CONTINUE AIN TEMOUCHENT,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.04,10.76,10.08
Z33,CENTRE DE FORMATION CONTINUE AIN TEMOUCHENT,I03FCL01,SCIENCES HUMAINES ET SOCIALES SCIENCES DE L INFORMATION ET DE LA COMMUNICATION (FORMATION CONTINUE),10.00,10.50,
U22,UNIV. AIN TEMOUCHENT,A00LAL02,SCIENCES ET TECHNOLOGIES,10.00,,
U22,UNIV. AIN TEMOUCHENT,A05TCL01,GENIE CIVIL,10.94,,
U22,UNIV. AIN TEMOUCHENT,A08TCL01,GENIE DES PROCEDES,10.30,,
U22,UNIV. AIN TEMOUCHENT,A16TCL01,ELECTROTECHNIQUE,10.97,,
U22,UNIV. AIN TEMOUCHENT,A19TCL01,GENIE MECANIQUE,10.47,,
U22,UNIV. AIN TEMOUCHENT,B00LAL01,SCIENCES DE LA MATIERE,10.06,,
U22,UNIV. AIN TEMOUCHENT,C01LAL02,INFORMATIQUE,10.49,11.01,
U22,UNIV. AIN TEMOUCHENT,C02LAL02,MATHEMATIQUES,10.72,10.45,
U22,UNIV. AIN TEMOUCHENT,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,11.02,11.89,
U22,UNIV. AIN TEMOUCHENT,D03TCL01,SCIENCES AGRONOMIQUES,10.83,--,
U22,UNIV. AIN TEMOUCHENT,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.30,11.38
U22,UNIV. AIN TEMOUCHENT,G02LAL02,DROIT,10.14,10.90,11.56
U22,UNIV. AIN TEMOUCHENT,H01LAL03,LANGUE FRANCAISE,11.01,11.05,11.06
U22,UNIV. AIN TEMOUCHENT,H02LAL01,LANGUE ESPAGNOLE,10.02,10.22,10.42
U22,UNIV. AIN TEMOUCHENT,H06LAL02,LANGUE ANGLAISE,11.62,12.38,13.27
U22,UNIV. AIN TEMOUCHENT,I17LAL02,SCIENCES HUMAINES,10.00,10.00,
U22,UNIV. AIN TEMOUCHENT,I19LAL02,SCIENCES SOCIALES,10.01,10.71,
U22,UNIV. AIN TEMOUCHENT,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.45,
Z41,CENTRE DE FORMATION CONTINUE GHARDAIA,F00FCL01,SCIENCES ECONOMIQUES DE GESTION ET SCIENCES COMMERCIALES (FORMATION CONTINUE),10.14,10.99,10.06
Z41,CENTRE DE FORMATION CONTINUE GHARDAIA,G02FCL01,DROIT (FORMATION CONTINUE),10.04,--,--
Z41,CENTRE DE FORMATION CONTINUE GHARDAIA,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.19,10.02,10.35
Z41,CENTRE DE FORMATION CONTINUE GHARDAIA,I03FCL01,SCIENCES HUMAINES ET SOCIALES SCIENCES DE L INFORMATION ET DE LA COMMUNICATION (FORMATION CONTINUE),10.61,12.07,
C32,UNIV. GHARDAIA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
C32,UNIV. GHARDAIA,A05TCL01,GENIE CIVIL,10.10,,
C32,UNIV. GHARDAIA,A08TCL01,GENIE DES PROCEDES,10.42,,
C32,UNIV. GHARDAIA,A09FPN03,ENERGIES RENOUVELABLES (FORMATIONS PROFESSIONNALISANTES),11.83,,
C32,UNIV. GHARDAIA,A16TCL01,ELECTROTECHNIQUE,10.24,,
C32,UNIV. GHARDAIA,A19TCL01,GENIE MECANIQUE,10.76,,
C32,UNIV. GHARDAIA,B00LAL03,SCIENCES DE LA MATIERE,10.23,,
C32,UNIV. GHARDAIA,C01LAL03,INFORMATIQUE,10.09,10.00,
C32,UNIV. GHARDAIA,C02LAL03,MATHEMATIQUES,10.40,10.08,
C32,UNIV. GHARDAIA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.00,11.12,
C32,UNIV. GHARDAIA,D03TCL01,SCIENCES AGRONOMIQUES,10.59,10.23,
C32,UNIV. GHARDAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.02
C32,UNIV. GHARDAIA,G02LAL03,DROIT,10.00,10.05,10.27
C32,UNIV. GHARDAIA,H01LAL02,LANGUE FRANCAISE,11.42,12.09,11.04
C32,UNIV. GHARDAIA,H06LAL01,LANGUE ANGLAISE,11.01,11.03,11.01
C32,UNIV. GHARDAIA,I17LAL02,SCIENCES HUMAINES,10.04,10.37,
C32,UNIV. GHARDAIA,I19LAL02,SCIENCES SOCIALES,10.02,10.02,
C32,UNIV. GHARDAIA,I20LAL02,SCIENCES ISLAMIQUES,10.02,10.11,
C32,UNIV. GHARDAIA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.01,10.06,
Z26,CENTRE DE FORMATION CONTINUE RELIZANE,F00FCL01,SCIENCES ECONOMIQUES DE GESTION ET SCIENCES COMMERCIALES (FORMATION CONTINUE),10.09,10.01,10.03
Z26,CENTRE DE FORMATION CONTINUE RELIZANE,G02FCL01,DROIT (FORMATION CONTINUE),10.48,10.21,11.22
Z26,CENTRE DE FORMATION CONTINUE RELIZANE,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.18,10.24,10.73
U23,UNIV. RELIZANE,A00LAL05,SCIENCES ET TECHNOLOGIES,10.00,,
U23,UNIV. RELIZANE,A05TCL01,GENIE CIVIL,10.26,,
U23,UNIV. RELIZANE,A08FPN01,GENIE DES PROCEDES (FORMATIONS PROFESSIONNALISANTES),11.90,,
U23,UNIV. RELIZANE,A08TCL01,GENIE DES PROCEDES,10.15,,
U23,UNIV. RELIZANE,A16TCL01,ELECTROTECHNIQUE,10.14,,
U23,UNIV. RELIZANE,A19TCL01,GENIE MECANIQUE,10.77,,
U23,UNIV. RELIZANE,B00LAL01,SCIENCES DE LA MATIERE,10.13,,
U23,UNIV. RELIZANE,C01LAL01,INFORMATIQUE,11.09,10.00,
U23,UNIV. RELIZANE,C02LAL01,MATHEMATIQUES,13.10,10.21,
U23,UNIV. RELIZANE,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.04,
U23,UNIV. RELIZANE,D03TCL01,SCIENCES AGRONOMIQUES,11.18,10.17,
U23,UNIV. RELIZANE,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.03,10.04
U23,UNIV. RELIZANE,G01LAL02,SCIENCES POLITIQUES,10.00,10.35,10.00
U23,UNIV. RELIZANE,G02LAL01,DROIT,10.00,10.00,10.13
U23,UNIV. RELIZANE,H01LAL01,LANGUE FRANCAISE,11.03,11.04,11.43
U23,UNIV. RELIZANE,H06LAL01,LANGUE ANGLAISE,12.34,13.24,14.09
U23,UNIV. RELIZANE,I17LAL01,SCIENCES HUMAINES,10.05,10.00,
U23,UNIV. RELIZANE,I19LAL01,SCIENCES SOCIALES,10.00,10.01,
U23,UNIV. RELIZANE,I20LAL02,SCIENCES ISLAMIQUES,10.00,10.34,
U23,UNIV. RELIZANE,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.04,
Z48,CENTRE DE FORMATION CONTINUE TOUGGOURT,F00FCL01,SCIENCES ECONOMIQUES DE GESTION ET SCIENCES COMMERCIALES (FORMATION CONTINUE),10.96,10.02,10.56
Z48,CENTRE DE FORMATION CONTINUE TOUGGOURT,G02FCL01,DROIT (FORMATION CONTINUE),10.12,10.09,--
Z48,CENTRE DE FORMATION CONTINUE TOUGGOURT,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.40,10.05,10.03
Z48,CENTRE DE FORMATION CONTINUE TOUGGOURT,I03FCL01,SCIENCES HUMAINES ET SOCIALES SCIENCES DE L INFORMATION ET DE LA COMMUNICATION (FORMATION CONTINUE),10.03,10.01,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers LAGHOUAT,14.34,15.08,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TIARET,14.50,15.23,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers DJELFA,14.53,15.29,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers MEDEA,14.80,15.55,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers LAGHOUAT,14.77,15.50,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TIARET,15.20,15.90,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers DJELFA,15.51,17.09,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers MEDEA,15.67,17.06,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers GHARDAIA,15.14,15.61,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL MENIAA,--,14.55,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers LAGHOUAT,16.26,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BEJAIA,14.70,15.10,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BISKRA,14.79,15.62,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TIARET,15.80,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers DJELFA,16.46,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MEDEA,15.18,15.94,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers MSILA,17.61,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OUARGLA,13.29,13.85,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TISSEMSILT,16.09,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL OUED,15.30,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers GHARDAIA,15.49,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OULED DJELLAL,14.83,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TOUGGOURT,15.78,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL MGHAIER,13.83,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL MENIAA,15.06,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers LAGHOUAT,14.11,14.80,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TIARET,14.66,15.35,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers DJELFA,14.47,15.24,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers MEDEA,14.71,15.45,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers LAGHOUAT,14.68,15.52,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TIARET,15.39,16.14,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers DJELFA,15.56,17.63,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers MEDEA,15.37,16.18,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers GHARDAIA,15.62,16.37,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL MENIAA,--,16.05,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers LAGHOUAT,15.12,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TIARET,15.38,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers DJELFA,15.35,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers MEDEA,15.29,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers LAGHOUAT,15.71,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TIARET,15.90,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers DJELFA,15.68,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers MEDEA,16.07,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers GHARDAIA,15.51,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers EL MENIAA,14.62,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers LAGHOUAT,14.00,14.32,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TIARET,14.01,14.51,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers DJELFA,14.11,14.41,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers MEDEA,14.11,14.80,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers LAGHOUAT,13.25,13.93,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TIARET,13.83,14.72,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers DJELFA,13.70,14.38,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers GHARDAIA,13.12,13.14,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL MENIAA,--,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers LAGHOUAT,14.22,14.95,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TIARET,14.80,16.12,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers DJELFA,14.03,14.55,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers MEDEA,14.52,15.50,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers LAGHOUAT,14.83,15.51,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TIARET,15.17,16.15,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers DJELFA,15.11,16.25,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers MEDEA,15.17,16.23,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers MSILA,15.02,15.76,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers GHARDAIA,14.35,14.64,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL MENIAA,--,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers LAGHOUAT,14.43,14.94,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TIARET,14.56,15.34,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers DJELFA,14.64,15.38,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MEDEA,14.49,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers LAGHOUAT,15.66,16.70,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TIARET,15.97,18.24,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers DJELFA,16.15,17.17,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MEDEA,16.40,17.47,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers GHARDAIA,15.62,17.39,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers EL MENIAA,14.43,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers LAGHOUAT,14.31,15.18,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TIARET,14.59,15.33,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers DJELFA,14.76,15.53,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers MSILA,14.89,15.62,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers LAGHOUAT,15.00,15.80,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TIARET,14.95,15.68,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers DJELFA,15.09,15.78,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers MSILA,15.08,15.79,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers CHLEF,15.00,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers LAGHOUAT,14.63,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TIARET,14.99,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers DJELFA,14.74,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers MEDEA,14.84,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers TISSEMSILT,15.53,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers AIN-DEFLA,14.99,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers GHARDAIA,13.84,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,J00PPN01,EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pour bacheliers EL MENIAA,13.23,,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers LAGHOUAT,14.00,14.58,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers TIARET,14.39,15.10,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers DJELFA,14.54,15.27,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers MEDEA,14.46,15.17,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers GHARDAIA,15.57,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers EL MENIAA,--,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers LAGHOUAT,13.05,13.07,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers TIARET,13.45,14.06,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers DJELFA,13.50,14.18,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers MEDEA,13.23,13.87,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers LAGHOUAT,14.31,15.19,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers TIARET,14.72,15.38,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers DJELFA,14.98,15.73,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers MEDEA,14.95,17.13,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers GHARDAIA,14.14,--,
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers EL MENIAA,14.14,14.34,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers ADRAR,14.20,--,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BECHAR,--,14.16,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers EL BAYADH,14.71,15.39,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TINDOUF,--,14.01,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers NAAMA,14.92,--,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers TIMIMOUN,14.86,14.07,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BORDJ BADJI MOKHTAR,--,--,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers BENI ABBES,14.08,--,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers ADRAR,14.90,15.55,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BECHAR,16.14,15.52,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL BAYADH,15.39,16.07,
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TINDOUF,14.85,--,
